time_sec,time_nanosec,latitude,longitude,altitude,utm_easting,utm_northing
1729525388,41044244,42.33732166666667,-71.08966000000001,28.0,327852.72311440215,4689344.515000696
1729525389,37455461,42.337309999999995,-71.08965666666667,28.0,327852.9658918561,4689343.212757785
1729525390,27013112,42.337305,-71.08965666666667,27.9,327852.9522479541,4689342.657545857
1729525391,14595442,42.337300000000006,-71.08965666666667,27.8,327852.93860405346,4689342.102333933
1729525392,24921775,42.33729,-71.08965833333333,27.7,327852.774009574,4689340.995284286
1729525393,14554649,42.33727333333333,-71.08966833333334,27.6,327851.9046895554,4689339.164823159
1729525394,181077139,42.33725333333334,-71.08968499999999,27.4,327850.47704604047,4689336.977717824
1729525395,31323202,42.33723,-71.08970666666667,27.4,327848.62838510424,4689334.430594321
1729525396,21648690,42.33720666666667,-71.08972666666666,27.3,327846.9170297431,4689331.88009696
1729525397,17529639,42.33718333333333,-71.08974666666667,27.1,327845.2056731845,4689329.329599987
1729525398,146053062,42.33716,-71.089765,27.0,327843.631622405,4689326.775729026
1729525399,23045755,42.33713666666666,-71.08978166666667,26.9,327842.1948775535,4689324.218483989
1729525400,21419394,42.33711166666667,-71.08979166666667,26.8,327841.30281175126,4689321.462670888
1729525401,23755482,42.337086666666664,-71.08979666666667,26.8,327840.822666717,4689318.696734589
1729525402,40212416,42.337063333333326,-71.08979166666667,26.7,327841.1709127296,4689316.095622396
1729525403,37101290,42.337043333333334,-71.08978166666667,26.7,327841.9401772022,4689313.854528289
1729525404,39202285,42.33702666666667,-71.089765,26.6,327843.2677676417,4689311.970078032
1729525405,33000041,42.33701333333333,-71.089745,26.6,327844.87906968023,4689310.449020631
1729525406,56992825,42.33700333333333,-71.08972166666668,26.5,327846.7740832226,4689309.291356275
1729525407,33725139,42.336998333333334,-71.08969666666667,26.4,327848.82004878984,4689308.685530087
1729525408,26859528,42.336994999999995,-71.08966833333334,26.4,327851.14517730847,4689308.258026695
1729525409,23427348,42.336998333333334,-71.089635,26.3,327853.90041964955,4689308.560684109
1729525410,42373400,42.33700833333334,-71.08960166666667,26.2,327856.67385297705,4689309.603625132
1729525411,113724075,42.33702333333334,-71.08957166666667,26.1,327859.186314151,4689311.20852725
1729525412,39556367,42.337043333333334,-71.08954999999999,26.0,327861.0258811306,4689313.38551225
1729525413,68273086,42.337065,-71.08953666666666,26.1,327862.1834587894,4689315.764438344
1729525414,39287381,42.337088333333334,-71.08953333333334,26.2,327862.5217406332,4689318.348679215
1729525415,57469930,42.33711333333334,-71.08954,26.1,327862.0407275661,4689321.138234774
1729525416,61256497,42.337135,-71.089555,26.0,327860.86408443074,4689323.57451927
1729525417,27953028,42.337155,-71.08958166666666,25.9,327858.721745556,4689325.849351866
1729525418,71679550,42.33716833333333,-71.08961666666667,25.7,327855.87468194193,4689327.400773268
1729525419,32727232,42.337174999999995,-71.08965833333333,25.6,327852.46020003204,4689328.225410116
1729525420,167311760,42.33717166666667,-71.08970166666667,25.5,327848.88112359215,4689327.942999091
1729525421,49355910,42.337155,-71.08974333333335,25.4,327845.40296857327,4689326.176650427
1729525422,70886417,42.33712666666667,-71.08977499999999,25.3,327842.7168163765,4689323.094562562
